age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed,age_group,was_contacted_before,high_contact_freq,season,segment,segment_name,conv_probability,priority_rank
30,services,divorced,basic.9y,no,no,no,telephone,jun,wed,89,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.0009061322,34248
55,admin.,married,basic.4y,no,no,no,telephone,jun,thu,137,4,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,50-60,0,1,Summer,4,Hard to Convert,0.0009060597,34249
53,technician,married,high.school,no,yes,no,cellular,aug,wed,78,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,50-60,0,0,Summer,4,Hard to Convert,0.0009054504,34250
53,management,married,basic.6y,no,yes,no,telephone,jun,wed,152,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,50-60,0,1,Summer,4,Hard to Convert,0.00090522866,34251
32,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,11,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,30-40,0,0,Spring,1,Warm Prospects,0.00090522825,34252
37,management,married,university.degree,no,yes,no,cellular,apr,mon,13,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,30-40,0,1,Spring,1,Warm Prospects,0.0009051356,34253
41,entrepreneur,married,basic.4y,no,yes,no,cellular,jul,mon,120,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.00090504764,34254
49,services,married,high.school,no,no,no,telephone,jun,thu,139,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.0009048674,34255
39,technician,divorced,professional.course,no,yes,no,telephone,may,mon,182,11,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,30-40,0,1,Spring,4,Hard to Convert,0.00090483075,34256
40,management,married,university.degree,no,yes,no,cellular,aug,thu,77,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,30-40,0,1,Summer,4,Hard to Convert,0.000904414,34257
38,blue-collar,single,high.school,no,yes,no,cellular,aug,mon,104,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,30-40,0,0,Summer,3,Price Sensitive,0.0009043227,34258
40,services,divorced,high.school,no,no,no,cellular,may,tue,49,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,30-40,0,0,Spring,1,Warm Prospects,0.00090428477,34259
30,technician,single,professional.course,no,no,no,cellular,aug,fri,73,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.00090425595,34260
57,entrepreneur,single,university.degree,no,no,yes,cellular,apr,mon,7,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,50-60,0,1,Spring,1,Warm Prospects,0.00090424385,34261
57,blue-collar,married,university.degree,no,yes,no,telephone,may,mon,98,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,50-60,0,0,Spring,3,Price Sensitive,0.0009041728,34262
47,blue-collar,married,high.school,no,yes,yes,telephone,may,fri,72,6,6,1,success,-1.8,92.893,-46.2,1.313,5099.1,0,40-50,1,1,Spring,1,Warm Prospects,0.00090403453,34263
25,technician,single,basic.9y,no,yes,no,cellular,may,fri,14,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,<30,0,1,Spring,1,Warm Prospects,0.0009039522,34264
41,technician,married,university.degree,no,no,no,telephone,jun,tue,88,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.0009038734,34265
44,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,tue,148,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,40-50,0,0,Spring,3,Price Sensitive,0.0009034903,34266
33,admin.,single,professional.course,no,no,no,telephone,jun,thu,104,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.0009034145,34267
57,admin.,single,university.degree,no,no,no,cellular,jul,fri,137,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,50-60,0,1,Summer,4,Hard to Convert,0.0009032514,34268
48,admin.,married,professional.course,no,no,no,telephone,jun,wed,105,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.00090296956,34269
35,technician,married,professional.course,no,yes,yes,cellular,jul,thu,77,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.0009026621,34270
26,admin.,single,university.degree,no,no,no,telephone,jul,mon,127,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,<30,0,1,Summer,4,Hard to Convert,0.00090238213,34271
53,retired,divorced,high.school,no,yes,no,telephone,may,wed,111,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,50-60,0,0,Spring,2,High-Value Responders,0.00090220245,34272
48,services,married,high.school,no,yes,yes,cellular,jul,mon,115,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,40-50,0,1,Summer,4,Hard to Convert,0.0009020426,34273
38,admin.,married,high.school,no,yes,no,telephone,jun,thu,117,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.0009019266,34274
40,blue-collar,married,professional.course,no,no,no,telephone,jul,mon,108,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,30-40,0,1,Summer,3,Price Sensitive,0.00090180367,34275
53,blue-collar,married,high.school,no,no,yes,cellular,jul,mon,136,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,50-60,0,0,Summer,3,Price Sensitive,0.0009014176,34276
40,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,69,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00090127974,34277
43,services,divorced,professional.course,no,no,no,telephone,may,mon,75,4,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,40-50,0,1,Spring,1,Warm Prospects,0.0009012307,34278
38,services,single,high.school,no,yes,no,cellular,jul,tue,109,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00090120366,34279
30,management,married,university.degree,no,yes,no,telephone,jul,wed,90,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.0009007002,34280
36,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,131,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,30-40,0,1,Spring,3,Price Sensitive,0.0009004845,34281
42,admin.,married,high.school,no,yes,no,cellular,aug,mon,76,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,40-50,0,1,Summer,4,Hard to Convert,0.0009003059,34282
37,admin.,married,university.degree,no,yes,no,telephone,may,mon,113,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.0009002704,34283
45,management,married,university.degree,no,no,no,telephone,may,wed,105,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,40-50,0,0,Spring,4,Hard to Convert,0.00090025284,34284
32,admin.,divorced,university.degree,no,yes,no,telephone,may,thu,147,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,30-40,0,1,Spring,4,Hard to Convert,0.000900125,34285
38,admin.,single,high.school,no,no,no,cellular,may,mon,22,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,30-40,0,0,Spring,1,Warm Prospects,0.00090006844,34286
31,services,single,high.school,no,yes,no,cellular,may,tue,28,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,30-40,0,0,Spring,1,Warm Prospects,0.00089999725,34287
31,services,single,high.school,no,yes,no,cellular,may,tue,62,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,30-40,0,0,Spring,1,Warm Prospects,0.00089999725,34287
29,blue-collar,single,university.degree,no,no,no,telephone,may,fri,92,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,<30,0,0,Spring,3,Price Sensitive,0.0008996662,34289
41,blue-collar,married,high.school,no,yes,yes,cellular,jul,thu,126,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,40-50,0,1,Summer,3,Price Sensitive,0.00089961913,34290
47,technician,married,professional.course,no,yes,no,cellular,apr,fri,53,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,40-50,0,0,Spring,1,Warm Prospects,0.0008991037,34291
41,self-employed,married,professional.course,no,no,no,cellular,aug,mon,69,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.00089899154,34292
36,admin.,married,high.school,no,no,no,telephone,may,wed,152,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.0008988835,34293
40,technician,married,professional.course,no,yes,no,telephone,jun,mon,92,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00089860824,34294
43,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,180,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,40-50,0,1,Spring,3,Price Sensitive,0.0008982658,34295
33,management,married,high.school,no,yes,no,telephone,aug,mon,71,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00089819264,34296
48,admin.,married,high.school,no,no,no,telephone,may,mon,125,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,40-50,0,0,Spring,4,Hard to Convert,0.00089805323,34297
57,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,101,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,50-60,0,0,Summer,3,Price Sensitive,0.00089792564,34298
37,admin.,married,university.degree,no,yes,no,cellular,jul,mon,110,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,30-40,0,1,Summer,4,Hard to Convert,0.000897663,34299
30,technician,married,university.degree,no,no,no,cellular,aug,fri,65,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.00089750567,34300
31,blue-collar,married,high.school,no,yes,no,cellular,jul,tue,127,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,30-40,0,1,Summer,3,Price Sensitive,0.0008974052,34301
49,technician,married,professional.course,no,yes,yes,cellular,aug,mon,148,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.0008971983,34302
34,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,87,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.0008971504,34303
35,admin.,married,high.school,no,yes,no,cellular,may,wed,43,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,30-40,0,0,Spring,1,Warm Prospects,0.00089701713,34304
32,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,128,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,30-40,0,0,Spring,3,Price Sensitive,0.0008969701,34305
45,blue-collar,married,basic.9y,no,no,yes,telephone,jun,fri,124,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,40-50,0,0,Summer,3,Price Sensitive,0.0008969158,34306
43,technician,married,high.school,no,yes,no,cellular,aug,tue,88,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.00089684065,34307
42,admin.,married,university.degree,no,no,no,cellular,apr,fri,42,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,40-50,0,0,Spring,1,Warm Prospects,0.00089656847,34308
36,technician,single,university.degree,no,no,no,telephone,nov,thu,61,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,30-40,0,0,Autumn,4,Hard to Convert,0.00089655776,34309
55,admin.,married,basic.9y,no,no,yes,telephone,may,thu,103,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,50-60,0,0,Spring,3,Price Sensitive,0.0008964336,34310
32,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,135,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,30-40,0,0,Summer,3,Price Sensitive,0.0008963558,34311
32,services,married,high.school,no,no,no,telephone,jun,wed,90,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00089623244,34312
23,blue-collar,married,professional.course,no,yes,no,telephone,may,tue,116,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,<30,0,1,Spring,3,Price Sensitive,0.00089614146,34313
44,technician,single,professional.course,no,yes,yes,cellular,aug,fri,79,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,40-50,0,1,Summer,4,Hard to Convert,0.00089613383,34314
22,unemployed,single,high.school,no,no,no,telephone,jul,wed,82,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.0008958776,34315
38,housemaid,married,basic.4y,no,yes,no,cellular,jul,tue,105,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00089550257,34316
37,services,single,basic.9y,no,no,no,cellular,may,tue,37,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,30-40,0,0,Spring,1,Warm Prospects,0.0008954262,34317
24,technician,single,professional.course,no,no,no,cellular,jul,fri,73,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,<30,0,1,Summer,4,Hard to Convert,0.00089515967,34318
36,admin.,married,professional.course,no,no,no,cellular,aug,fri,75,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00089468335,34319
30,self-employed,single,basic.9y,no,no,yes,telephone,oct,mon,5,1,999,0,nonexistent,-1.1,94.601,-49.5,0.953,4963.6,0,<30,0,0,Autumn,1,Warm Prospects,0.00089447753,34320
36,technician,married,university.degree,no,no,no,telephone,may,tue,105,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.0008944647,34321
29,admin.,single,university.degree,no,no,no,telephone,may,tue,122,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,<30,0,0,Spring,4,Hard to Convert,0.00089445664,34322
28,blue-collar,married,basic.4y,no,no,no,cellular,jul,thu,94,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,<30,0,0,Summer,3,Price Sensitive,0.00089385046,34323
46,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,90,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.0008936189,34324
37,technician,single,university.degree,no,yes,no,telephone,jun,tue,117,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.0008929971,34325
45,admin.,married,university.degree,no,no,yes,telephone,jun,thu,91,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.00089182536,34326
39,admin.,married,university.degree,no,yes,no,telephone,jun,thu,138,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00089125405,34327
33,technician,divorced,professional.course,no,yes,no,telephone,may,wed,103,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.00089122605,34328
41,housemaid,married,basic.4y,no,no,no,telephone,jun,wed,105,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.0008907023,34329
46,entrepreneur,single,professional.course,no,yes,no,telephone,nov,thu,8,1,999,0,nonexistent,-0.1,93.2,-42.0,3.879,5195.8,0,40-50,0,0,Autumn,4,Hard to Convert,0.0008906276,34330
48,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,84,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,40-50,0,0,Summer,3,Price Sensitive,0.0008900329,34331
32,entrepreneur,divorced,university.degree,no,no,no,cellular,jul,fri,123,14,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,30-40,0,1,Summer,4,Hard to Convert,0.00088952767,34332
55,admin.,divorced,high.school,no,no,no,cellular,nov,wed,67,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,50-60,0,0,Autumn,4,Hard to Convert,0.00088928867,34333
30,admin.,single,university.degree,no,yes,no,cellular,nov,thu,34,1,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,<30,0,0,Autumn,1,Warm Prospects,0.00088925555,34334
28,blue-collar,single,high.school,no,yes,no,telephone,jun,mon,102,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,<30,0,0,Summer,3,Price Sensitive,0.000889217,34335
49,technician,married,professional.course,no,yes,no,cellular,jul,thu,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.0008891404,34336
33,services,married,professional.course,no,yes,no,cellular,may,tue,44,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,30-40,0,0,Spring,1,Warm Prospects,0.0008888888,34337
31,management,single,university.degree,no,yes,no,cellular,aug,mon,72,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00088811794,34338
54,technician,married,basic.6y,no,yes,no,cellular,jul,mon,177,14,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,50-60,0,1,Summer,4,Hard to Convert,0.00088809675,34339
44,admin.,divorced,high.school,no,yes,yes,telephone,jun,fri,100,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,40-50,0,1,Summer,4,Hard to Convert,0.00088736136,34340
45,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,119,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,40-50,0,0,Summer,3,Price Sensitive,0.0008872768,34341
31,technician,married,university.degree,no,yes,no,telephone,may,mon,45,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,30-40,0,1,Spring,1,Warm Prospects,0.0008870794,34342
37,admin.,single,university.degree,no,no,no,cellular,aug,wed,125,11,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,30-40,0,1,Summer,4,Hard to Convert,0.0008869433,34343
26,services,single,high.school,no,no,yes,cellular,jul,tue,125,12,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,<30,0,1,Summer,4,Hard to Convert,0.0008868673,34344
33,admin.,married,professional.course,no,no,no,telephone,jun,fri,110,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,30-40,0,1,Summer,4,Hard to Convert,0.000886743,34345
24,student,single,high.school,no,no,no,cellular,jul,tue,86,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.0008861312,34346
21,student,single,university.degree,no,no,no,telephone,sep,tue,9,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,0,<30,0,0,Autumn,1,Warm Prospects,0.00088596315,34347
40,admin.,single,university.degree,no,yes,no,telephone,may,wed,96,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,30-40,0,1,Spring,4,Hard to Convert,0.00088573777,34348
40,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,121,5,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,30-40,0,1,Summer,3,Price Sensitive,0.00088547706,34349
38,unemployed,married,basic.9y,no,yes,no,telephone,jun,wed,89,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,30-40,0,0,Summer,3,Price Sensitive,0.00088529265,34350
39,entrepreneur,married,high.school,no,no,yes,telephone,may,wed,173,7,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,30-40,0,1,Spring,4,Hard to Convert,0.00088516535,34351
36,housemaid,married,high.school,no,no,no,telephone,may,tue,141,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,30-40,0,1,Spring,4,Hard to Convert,0.00088510674,34352
38,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,73,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.0008849309,34353
29,admin.,single,university.degree,no,yes,no,telephone,jul,thu,109,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.0008849153,34354
36,blue-collar,married,university.degree,no,yes,yes,telephone,jun,wed,130,6,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,30-40,0,1,Summer,3,Price Sensitive,0.0008847686,34355
31,admin.,divorced,high.school,no,no,no,telephone,jun,fri,111,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00088476145,34356
31,admin.,single,university.degree,no,no,no,telephone,jun,fri,109,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00088428106,34357
53,technician,married,professional.course,no,yes,yes,telephone,may,tue,92,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,50-60,0,0,Spring,4,Hard to Convert,0.00088384096,34358
39,services,single,high.school,no,no,yes,telephone,jun,mon,126,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00088364934,34359
45,admin.,married,university.degree,no,no,yes,cellular,jul,mon,93,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.0008836195,34360
36,technician,single,university.degree,no,no,no,cellular,aug,tue,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00088320486,34361
45,self-employed,married,professional.course,no,no,yes,telephone,jun,thu,128,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.0008827741,34362
55,admin.,married,high.school,no,yes,no,telephone,may,wed,133,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,50-60,0,1,Spring,4,Hard to Convert,0.00088256004,34363
46,self-employed,married,university.degree,no,yes,no,telephone,may,tue,151,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,40-50,0,1,Spring,4,Hard to Convert,0.00088248105,34364
28,admin.,single,high.school,no,no,no,telephone,may,tue,110,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,<30,0,0,Spring,4,Hard to Convert,0.000882307,34365
37,blue-collar,divorced,professional.course,no,no,no,cellular,jul,tue,107,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,30-40,0,0,Summer,3,Price Sensitive,0.0008819262,34366
44,admin.,married,university.degree,no,yes,yes,telephone,jun,thu,91,4,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,0,40-50,0,1,Summer,4,Hard to Convert,0.0008815671,34367
31,services,divorced,high.school,no,no,no,cellular,may,thu,45,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,30-40,0,0,Spring,1,Warm Prospects,0.00088121725,34368
36,retired,married,university.degree,no,no,no,telephone,jul,thu,88,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0,30-40,0,0,Summer,2,High-Value Responders,0.00088070607,34369
36,retired,married,university.degree,no,no,no,telephone,jul,thu,88,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0,30-40,0,0,Summer,2,High-Value Responders,0.00088070607,34369
31,unemployed,married,basic.9y,no,yes,no,telephone,may,wed,43,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,30-40,0,0,Spring,1,Warm Prospects,0.00088021735,34371
38,admin.,married,university.degree,no,no,no,telephone,jun,thu,142,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00087977346,34372
31,admin.,single,high.school,no,yes,no,telephone,may,mon,100,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,30-40,0,0,Spring,4,Hard to Convert,0.00087976543,34373
35,services,divorced,professional.course,no,no,yes,cellular,aug,thu,66,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00087975455,34374
43,technician,single,professional.course,no,no,no,telephone,may,fri,98,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,40-50,0,0,Spring,4,Hard to Convert,0.0008794784,34375
41,technician,married,university.degree,no,yes,no,telephone,jun,thu,131,10,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,40-50,0,1,Summer,4,Hard to Convert,0.00087909633,34376
39,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,108,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,30-40,0,0,Summer,3,Price Sensitive,0.00087903853,34377
58,admin.,single,university.degree,no,no,no,telephone,jun,thu,100,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,50-60,0,0,Summer,4,Hard to Convert,0.00087870983,34378
32,admin.,married,university.degree,no,yes,no,telephone,jun,mon,102,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00087853905,34379
37,entrepreneur,married,basic.9y,no,yes,yes,telephone,jun,thu,102,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.00087796466,34380
40,admin.,single,university.degree,no,no,no,telephone,jun,thu,136,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,30-40,0,0,Summer,4,Hard to Convert,0.0008776969,34381
36,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,105,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,30-40,0,1,Summer,3,Price Sensitive,0.0008774695,34382
44,technician,married,professional.course,no,no,no,cellular,aug,wed,85,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.0008774494,34383
37,blue-collar,married,high.school,no,no,no,telephone,jun,tue,138,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,30-40,0,0,Summer,3,Price Sensitive,0.0008773069,34384
46,management,married,high.school,no,no,no,cellular,jul,thu,103,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,40-50,0,0,Summer,4,Hard to Convert,0.00087700604,34385
30,technician,single,university.degree,no,yes,yes,cellular,aug,thu,73,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,<30,0,0,Summer,4,Hard to Convert,0.00087698514,34386
